"season","yr","mnth","holiday","weekday","workingday","weathersit","temp","hum","windspeed","cnt","predicted_count"
"1","0","1","0","6","0","2",0.344167,0.805833,0.160446,985,1162
"1","0","1","0","0","0","2",0.363478,0.696087,0.248539,801,1108
"1","0","1","0","1","1","1",0.196364,0.437273,0.248309,1349,1401
"1","0","1","0","2","1","1",0.2,0.590435,0.160296,1562,1519
"1","0","1","0","3","1","1",0.226957,0.436957,0.1869,1600,1618
"1","0","1","0","4","1","1",0.204348,0.518261,0.0895652,1606,1501
"1","0","1","0","5","1","2",0.196522,0.498696,0.168726,1510,1504
"1","0","1","0","6","0","2",0.165,0.535833,0.266804,959,1013
"1","0","1","0","0","0","1",0.138333,0.434167,0.36195,822,938
"1","0","1","0","1","1","1",0.150833,0.482917,0.223267,1321,1370
"1","0","1","0","2","1","2",0.169091,0.686364,0.122132,1263,1227
"1","0","1","0","3","1","1",0.172727,0.599545,0.304627,1162,1276
"1","0","1","0","4","1","1",0.165,0.470417,0.301,1406,1373
"1","0","1","0","5","1","1",0.16087,0.537826,0.126548,1421,1422
"1","0","1","0","6","0","2",0.233333,0.49875,0.157963,1248,1212
"1","0","1","0","0","0","1",0.231667,0.48375,0.188433,1204,1178
"1","0","1","1","1","0","2",0.175833,0.5375,0.194017,1000,1051
"1","0","1","0","2","1","2",0.216667,0.861667,0.146775,683,924
"1","0","1","0","3","1","2",0.292174,0.741739,0.208317,1650,1523
"1","0","1","0","4","1","2",0.261667,0.538333,0.195904,1927,1788
"1","0","1","0","5","1","1",0.1775,0.457083,0.353242,1543,1446
"1","0","1","0","6","0","1",0.0591304,0.4,0.17197,981,1032
"1","0","1","0","0","0","1",0.0965217,0.436522,0.2466,986,989
"1","0","1","0","1","1","1",0.0973913,0.491739,0.15833,1416,1391
"1","0","1","0","2","1","2",0.223478,0.616957,0.129796,1985,1730
"1","0","1","0","3","1","3",0.2175,0.8625,0.29385,506,800
"1","0","1","0","4","1","1",0.195,0.6875,0.113837,431,930
"1","0","1","0","5","1","2",0.203478,0.793043,0.1233,1167,1119
"1","0","1","0","6","0","1",0.196522,0.651739,0.145365,1098,1094
"1","0","1","0","0","0","1",0.216522,0.722174,0.0739826,1096,1041
"1","0","1","0","1","1","2",0.180833,0.60375,0.187192,1501,1439
"1","0","2","0","2","1","2",0.192174,0.829565,0.053213,1360,1375
"1","0","2","0","3","1","2",0.26,0.775417,0.264308,1526,1596
"1","0","2","0","4","1","1",0.186957,0.437826,0.277752,1550,1570
"1","0","2","0","5","1","2",0.211304,0.585217,0.127839,1708,1695
"1","0","2","0","6","0","2",0.233333,0.929167,0.161079,1005,1139
"1","0","2","0","0","0","1",0.285833,0.568333,0.1418,1623,1703
"1","0","2","0","1","1","1",0.271667,0.738333,0.0454083,1712,1812
"1","0","2","0","2","1","1",0.220833,0.537917,0.36195,1530,1554
"1","0","2","0","3","1","2",0.134783,0.494783,0.188839,1605,1603
"1","0","2","0","4","1","1",0.144348,0.437391,0.221935,1538,1564
"1","0","2","0","5","1","1",0.189091,0.506364,0.10855,1746,1723
"1","0","2","0","6","0","1",0.2225,0.544167,0.203367,1472,1481
"1","0","2","0","0","0","1",0.316522,0.457391,0.260883,1589,1747
"1","0","2","0","1","1","1",0.415,0.375833,0.180975,1913,2079
"1","0","2","0","2","1","1",0.266087,0.314348,0.291374,1815,1830
"1","0","2","0","3","1","1",0.318261,0.423478,0.251791,2115,1972
"1","0","2","0","4","1","1",0.435833,0.505,0.230104,2475,2760
"1","0","2","0","5","1","1",0.521667,0.516667,0.264925,2927,3354
"1","0","2","0","6","0","1",0.399167,0.626667,0.180975,1635,1827
"1","0","2","0","0","0","1",0.285217,0.407826,0.223235,1812,1774
"1","0","2","1","1","0","2",0.303333,0.605,0.307846,1107,1308
"1","0","2","0","2","1","1",0.182222,0.577778,0.195683,1450,1512
"1","0","2","0","3","1","1",0.221739,0.423043,0.094113,1917,1822
"1","0","2","0","4","1","2",0.295652,0.697391,0.250496,1807,1726
"1","0","2","0","5","1","2",0.364348,0.712174,0.346539,1461,1528
"1","0","2","0","6","0","1",0.2825,0.537917,0.186571,1969,1774
"1","0","2","0","0","0","1",0.343478,0.68,0.125248,2402,2099
"1","0","2","0","1","1","2",0.407273,0.876364,0.289686,1446,1652
"1","0","3","0","2","1","1",0.266667,0.535,0.216425,1851,1917
"1","0","3","0","3","1","1",0.335,0.449583,0.307833,2134,2142
"1","0","3","0","4","1","1",0.198333,0.318333,0.225754,1685,1742
"1","0","3","0","5","1","2",0.261667,0.610417,0.203346,1944,1928
"1","0","3","0","6","0","2",0.384167,0.789167,0.251871,2077,1946
"1","0","3","0","0","0","2",0.376522,0.948261,0.343287,605,1173
"1","0","3","0","1","1","1",0.261739,0.551304,0.341352,1872,1843
"1","0","3","0","2","1","1",0.2925,0.420833,0.12065,2133,2136
"1","0","3","0","3","1","2",0.295833,0.775417,0.22015,1891,1884
"1","0","3","0","4","1","3",0.389091,0.626667,0.261877,623,1265
"1","0","3","0","5","1","2",0.316522,0.649565,0.23297,1977,1979
"1","0","3","0","6","0","1",0.329167,0.594583,0.220775,2132,2116
"1","0","3","0","0","0","1",0.384348,0.527391,0.270604,2417,2251
"1","0","3","0","1","1","1",0.325217,0.496957,0.136926,2046,2100
"1","0","3","0","2","1","2",0.317391,0.655652,0.184309,2056,1946
"1","0","3","0","3","1","2",0.365217,0.776522,0.203117,2192,2055
"1","0","3","0","4","1","1",0.415,0.602917,0.209579,2744,2509
"1","0","3","0","5","1","1",0.54,0.525217,0.231017,3239,3410
"1","0","3","0","6","0","1",0.4725,0.379167,0.368167,3117,3245
"1","0","3","0","0","0","1",0.3325,0.47375,0.207721,2471,2279
"2","0","3","0","1","1","2",0.430435,0.737391,0.288783,2077,2286
"2","0","3","0","2","1","1",0.441667,0.624583,0.22575,2703,2932
"2","0","3","0","3","1","2",0.346957,0.839565,0.234261,2121,2062
"2","0","3","0","4","1","2",0.285,0.805833,0.243787,1865,1931
"2","0","3","0","5","1","1",0.264167,0.495,0.230725,2210,2223
"2","0","3","0","6","0","1",0.265833,0.394167,0.209571,2496,2355
"2","0","3","0","0","0","2",0.253043,0.493913,0.1843,1693,1895
"2","0","3","0","1","1","1",0.264348,0.302174,0.212204,2028,2199
"2","0","3","0","2","1","1",0.3025,0.314167,0.226996,2425,2375
"2","0","3","0","3","1","2",0.3,0.646667,0.172888,1536,1841
"2","0","3","0","4","1","3",0.268333,0.918333,0.217646,1685,1524
"2","0","4","0","5","1","2",0.3,0.68625,0.258708,2227,2061
"2","0","4","0","6","0","2",0.315,0.65375,0.197146,2252,2204
"2","0","4","0","0","0","1",0.378333,0.48,0.182213,3249,2840
"2","0","4","0","1","1","1",0.573333,0.42625,0.180975,3115,3751
"2","0","4","0","2","1","2",0.414167,0.642083,0.180975,1795,2121
"2","0","4","0","3","1","1",0.390833,0.470833,0.263063,2808,2756
"2","0","4","0","4","1","1",0.4375,0.602917,0.162312,3141,3153
"2","0","4","0","5","1","2",0.335833,0.83625,0.226992,1471,1793
"2","0","4","0","6","0","2",0.3425,0.8775,0.133083,2455,2360
"2","0","4","0","0","0","2",0.426667,0.8575,0.146767,2895,2767
"2","0","4","0","1","1","2",0.595652,0.716956,0.324474,3348,3578
"2","0","4","0","2","1","2",0.5025,0.739167,0.274879,2034,2895
"2","0","4","0","3","1","2",0.4125,0.819167,0.250617,2162,2204
"2","0","4","0","4","1","1",0.4675,0.540417,0.1107,3267,3603
"2","0","4","1","5","0","1",0.446667,0.67125,0.226375,3126,3176
"2","0","4","0","6","0","3",0.430833,0.888333,0.340808,795,1404
"2","0","4","0","0","0","1",0.456667,0.479583,0.303496,3744,3701
"2","0","4","0","1","1","1",0.5125,0.5425,0.163567,3429,3683
"2","0","4","0","2","1","2",0.505833,0.665833,0.157971,3204,3384
"2","0","4","0","3","1","1",0.595,0.614167,0.241925,3944,4150
"2","0","4","0","4","1","1",0.459167,0.407083,0.325258,4189,3935
"2","0","4","0","5","1","2",0.336667,0.729583,0.219521,1683,1832
"2","0","4","0","6","0","2",0.46,0.887917,0.230725,4036,3563
"2","0","4","0","0","0","2",0.581667,0.810833,0.192175,4191,4054
"2","0","4","0","1","1","1",0.606667,0.776667,0.185333,4073,3950
"2","0","4","0","2","1","1",0.631667,0.729167,0.3265,4400,4167
"2","0","4","0","3","1","2",0.62,0.835417,0.3122,3872,3786
"2","0","4","0","4","1","2",0.6175,0.700833,0.320908,4058,3884
"2","0","4","0","5","1","1",0.51,0.457083,0.240063,4595,4403
"2","0","4","0","6","0","1",0.4725,0.503333,0.235075,5312,4699
"2","0","5","0","0","0","2",0.451667,0.762083,0.106354,3351,3429
"2","0","5","0","1","1","2",0.549167,0.73,0.183454,4401,4311
"2","0","5","0","2","1","2",0.616667,0.697083,0.342667,4451,4146
"2","0","5","0","3","1","2",0.414167,0.737083,0.328996,2633,2395
"2","0","5","0","4","1","1",0.459167,0.444167,0.295392,4433,4139
"2","0","5","0","5","1","1",0.479167,0.59,0.228246,4608,4559
"2","0","5","0","6","0","1",0.52,0.54125,0.16045,4714,4902
"2","0","5","0","0","0","1",0.528333,0.631667,0.0746375,4333,4634
"2","0","5","0","1","1","1",0.5325,0.58875,0.176,4362,4427
"2","0","5","0","2","1","1",0.5325,0.489167,0.115671,4803,4843
"2","0","5","0","3","1","1",0.5425,0.632917,0.120642,4182,4466
"2","0","5","0","4","1","1",0.535,0.7475,0.189667,4864,4686
"2","0","5","0","5","1","2",0.5125,0.863333,0.179725,4105,3993
"2","0","5","0","6","0","2",0.520833,0.9225,0.13495,3409,3483
"2","0","5","0","0","0","2",0.5625,0.867083,0.152979,4553,4352
"2","0","5","0","1","1","1",0.5775,0.787917,0.126871,3958,4143
"2","0","5","0","2","1","2",0.561667,0.837917,0.277354,4123,4042
"2","0","5","0","3","1","2",0.55,0.87,0.201492,3855,3925
"2","0","5","0","4","1","2",0.530833,0.829583,0.108213,4575,4494
"2","0","5","0","5","1","1",0.536667,0.719583,0.125013,4917,4794
"2","0","5","0","6","0","1",0.6025,0.626667,0.12065,5805,5378
"2","0","5","0","0","0","1",0.604167,0.749583,0.148008,4660,4684
"2","0","5","0","1","1","2",0.631667,0.81,0.233842,4274,4180
"2","0","5","0","2","1","2",0.66,0.740833,0.207092,4492,4365
"2","0","5","0","3","1","1",0.660833,0.69625,0.154233,4978,4844
"2","0","5","0","4","1","1",0.708333,0.6775,0.199642,4677,4666
"2","0","5","0","5","1","1",0.681667,0.65375,0.240679,4679,4672
"2","0","5","0","6","0","1",0.655833,0.729583,0.230092,4758,4823
"2","0","5","0","0","0","1",0.6675,0.81875,0.213938,4788,4557
"2","0","5","1","1","0","1",0.733333,0.685,0.131225,4098,4307
"2","0","5","0","2","1","1",0.775,0.636667,0.111329,3982,4230
"2","0","6","0","3","1","2",0.764167,0.677083,0.207092,3974,4032
"2","0","6","0","4","1","1",0.715,0.305,0.292287,4968,5013
"2","0","6","0","5","1","1",0.62,0.354167,0.253121,5312,5202
"2","0","6","0","6","0","1",0.635,0.45625,0.123142,5342,5310
"2","0","6","0","0","0","2",0.648333,0.6525,0.138692,4906,4676
"2","0","6","0","1","1","1",0.678333,0.6,0.121896,4548,4621
"2","0","6","0","2","1","1",0.7075,0.597917,0.187808,4833,4828
"2","0","6","0","3","1","1",0.775833,0.622083,0.136817,4401,4433
"2","0","6","0","4","1","2",0.808333,0.568333,0.149883,3915,4047
"2","0","6","0","5","1","1",0.755,0.605,0.140554,4586,4568
"2","0","6","0","6","0","1",0.725,0.654583,0.15485,4966,4988
"2","0","6","0","0","0","1",0.6925,0.747917,0.163567,4460,4621
"2","0","6","0","1","1","1",0.635,0.494583,0.30535,5020,4879
"2","0","6","0","2","1","1",0.604167,0.507083,0.269283,4891,4947
"2","0","6","0","3","1","1",0.626667,0.471667,0.167912,5180,5121
"2","0","6","0","4","1","2",0.628333,0.688333,0.206471,3767,4023
"2","0","6","0","5","1","1",0.649167,0.735833,0.143029,4844,4821
"2","0","6","0","6","0","1",0.696667,0.670417,0.119408,5119,5118
"2","0","6","0","0","0","2",0.699167,0.666667,0.102,4744,4748
"2","0","6","0","1","1","2",0.635,0.74625,0.155475,4010,4184
"3","0","6","0","2","1","2",0.680833,0.770417,0.171025,4835,4532
"3","0","6","0","3","1","1",0.733333,0.7075,0.172262,4507,4518
"3","0","6","0","4","1","2",0.728333,0.703333,0.238804,4790,4422
"3","0","6","0","5","1","1",0.724167,0.573333,0.222025,4991,4930
"3","0","6","0","6","0","1",0.695,0.483333,0.209571,5202,5219
"3","0","6","0","0","0","1",0.68,0.513333,0.0945333,5305,5204
"3","0","6","0","1","1","2",0.6825,0.658333,0.107588,4708,4633
"3","0","6","0","2","1","1",0.744167,0.634167,0.144283,4648,4571
"3","0","6","0","3","1","1",0.728333,0.497917,0.261821,5225,5073
"3","0","6","0","4","1","1",0.696667,0.434167,0.185312,5515,5282
"3","0","7","0","5","1","1",0.7225,0.39625,0.102608,5362,5212
"3","0","7","0","6","0","1",0.738333,0.444583,0.115062,5119,5081
"3","0","7","0","0","0","2",0.716667,0.6825,0.228858,4649,4487
"3","0","7","1","1","0","2",0.726667,0.637917,0.0814792,6043,5394
"3","0","7","0","2","1","1",0.746667,0.590417,0.126258,4665,4612
"3","0","7","0","3","1","1",0.72,0.743333,0.149883,4629,4643
"3","0","7","0","4","1","1",0.75,0.65125,0.1592,4592,4531
"3","0","7","0","5","1","2",0.709167,0.757917,0.225129,4040,4130
"3","0","7","0","6","0","1",0.733333,0.609167,0.167912,5336,5210
"3","0","7","0","0","0","1",0.7475,0.578333,0.183471,4881,4706
"3","0","7","0","1","1","1",0.7625,0.635833,0.282337,4086,4243
"3","0","7","0","2","1","1",0.794167,0.559167,0.200254,4258,4404
"3","0","7","0","3","1","1",0.746667,0.631667,0.146133,4342,4458
"3","0","7","0","4","1","1",0.680833,0.47625,0.240667,5084,5151
"3","0","7","0","5","1","1",0.663333,0.59125,0.182833,5538,5273
"3","0","7","0","6","0","1",0.686667,0.585,0.208342,5923,5509
"3","0","7","0","0","0","1",0.719167,0.604167,0.245033,5302,5120
"3","0","7","0","1","1","1",0.746667,0.65125,0.215804,4458,4385
"3","0","7","0","2","1","1",0.776667,0.650417,0.1306,4541,4471
"3","0","7","0","3","1","1",0.768333,0.707083,0.113817,4332,4347
"3","0","7","0","4","1","2",0.815,0.69125,0.222021,3784,3937
"3","0","7","0","5","1","1",0.848333,0.580417,0.1331,3387,3640
"3","0","7","0","6","0","1",0.849167,0.5,0.131221,3285,3774
"3","0","7","0","0","0","1",0.83,0.550833,0.169171,3606,3715
"3","0","7","0","1","1","1",0.743333,0.757083,0.0908083,3840,4126
"3","0","7","0","2","1","1",0.771667,0.540833,0.200258,4590,4554
"3","0","7","0","3","1","1",0.775,0.402917,0.183463,4656,4680
"3","0","7","0","4","1","1",0.779167,0.583333,0.178479,4390,4441
"3","0","7","0","5","1","1",0.838333,0.5425,0.174138,3846,3757
"3","0","7","0","6","0","1",0.804167,0.465833,0.168537,4475,4548
"3","0","7","0","0","0","1",0.805833,0.480833,0.164813,4302,4399
"3","0","8","0","1","1","1",0.771667,0.550833,0.156717,4266,4339
"3","0","8","0","2","1","1",0.783333,0.49125,0.20585,4845,4720
"3","0","8","0","3","1","2",0.731667,0.6575,0.135583,3574,3932
"3","0","8","0","4","1","2",0.71,0.7575,0.19715,4576,4321
"3","0","8","0","5","1","1",0.710833,0.630833,0.184696,4866,4766
"3","0","8","0","6","0","2",0.716667,0.755,0.22825,4294,4229
"3","0","8","0","0","0","1",0.7425,0.752917,0.201487,3785,4081
"3","0","8","0","1","1","1",0.765,0.592083,0.192175,4326,4355
"3","0","8","0","2","1","1",0.775,0.570417,0.151121,4602,4550
"3","0","8","0","3","1","1",0.766667,0.424167,0.200258,4780,4739
"3","0","8","0","4","1","1",0.7175,0.42375,0.164796,4792,4898
"3","0","8","0","5","1","1",0.708333,0.415,0.125621,4905,5010
"3","0","8","0","6","0","2",0.685833,0.729583,0.211454,4150,4199
"3","0","8","0","0","0","2",0.676667,0.8175,0.222633,3820,3965
"3","0","8","0","1","1","1",0.665833,0.712083,0.208954,4338,4396
"3","0","8","0","2","1","1",0.700833,0.578333,0.236329,4725,4761
"3","0","8","0","3","1","1",0.723333,0.575417,0.143667,4694,4744
"3","0","8","0","4","1","1",0.711667,0.654583,0.233208,3805,4233
"3","0","8","0","5","1","2",0.685,0.722917,0.139308,4153,4257
"3","0","8","0","6","0","1",0.6975,0.674167,0.104467,5191,5113
"3","0","8","0","0","0","1",0.710833,0.77,0.248754,3873,4088
"3","0","8","0","1","1","1",0.691667,0.47,0.27675,4758,4771
"3","0","8","0","2","1","1",0.640833,0.455417,0.146763,5895,5417
"3","0","8","0","3","1","1",0.673333,0.605,0.253108,5130,4966
"3","0","8","0","4","1","2",0.684167,0.771667,0.210833,3542,3825
"3","0","8","0","5","1","1",0.7,0.76125,0.0839625,4661,4606
"3","0","8","0","6","0","2",0.68,0.85,0.375617,1115,2314
"3","0","8","0","0","0","1",0.707059,0.561765,0.304659,4334,4585
"3","0","8","0","1","1","1",0.636667,0.554583,0.159825,4634,4635
"3","0","8","0","2","1","1",0.639167,0.548333,0.125008,5204,5074
"3","0","8","0","3","1","1",0.656667,0.597917,0.0833333,5058,5020
"3","0","9","0","4","1","1",0.655,0.639167,0.141796,5115,4967
"3","0","9","0","5","1","2",0.643333,0.727083,0.139929,4727,4501
"3","0","9","0","6","0","1",0.669167,0.716667,0.185325,4484,4770
"3","0","9","0","0","0","1",0.709167,0.742083,0.206467,4940,4784
"3","0","9","1","1","0","2",0.673333,0.790417,0.212696,3351,3818
"3","0","9","0","2","1","3",0.54,0.886957,0.343943,2710,2591
"3","0","9","0","3","1","3",0.599167,0.917083,0.0970208,1996,2363
"3","0","9","0","4","1","3",0.633913,0.939565,0.192748,1842,2299
"3","0","9","0","5","1","2",0.65,0.897917,0.124379,3544,3809
"3","0","9","0","6","0","1",0.66,0.75375,0.153608,5345,5040
"3","0","9","0","0","0","1",0.653333,0.71375,0.115054,5046,4966
"3","0","9","0","1","1","1",0.644348,0.692174,0.088913,4713,4691
"3","0","9","0","2","1","1",0.650833,0.7125,0.141804,4763,4819
"3","0","9","0","3","1","1",0.673333,0.697083,0.1673,4785,4798
"3","0","9","0","4","1","2",0.5775,0.709167,0.271146,3659,3916
"3","0","9","0","5","1","2",0.469167,0.590417,0.164183,4760,4375
"3","0","9","0","6","0","2",0.491667,0.718333,0.189675,4511,4365
"3","0","9","0","0","0","1",0.5075,0.695,0.178483,4274,4480
"3","0","9","0","1","1","2",0.549167,0.69,0.151742,4539,4421
"3","0","9","0","2","1","2",0.561667,0.88125,0.134954,3641,3847
"3","0","9","0","3","1","2",0.595,0.9,0.0964042,4352,4084
"3","0","9","0","4","1","2",0.628333,0.902083,0.128125,4795,4195
"4","0","9","0","5","1","2",0.609167,0.9725,0.0783667,2395,3196
"4","0","9","0","6","0","2",0.606667,0.8625,0.0783833,5423,4909
"4","0","9","0","0","0","2",0.634167,0.845,0.0503792,5010,4889
"4","0","9","0","1","1","2",0.649167,0.848333,0.1107,4630,4471
"4","0","9","0","2","1","2",0.636667,0.885417,0.118171,4120,4023
"4","0","9","0","3","1","2",0.635,0.84875,0.148629,3907,4026
"4","0","9","0","4","1","1",0.616667,0.699167,0.172883,4839,4807
"4","0","9","0","5","1","1",0.564167,0.6475,0.206475,5202,4917
"4","0","10","0","6","0","2",0.41,0.75375,0.292296,2429,2931
"4","0","10","0","0","0","2",0.356667,0.791667,0.222013,2918,3021
"4","0","10","0","1","1","2",0.384167,0.760833,0.0833458,3570,3623
"4","0","10","0","2","1","1",0.484167,0.71,0.205854,4456,4413
"4","0","10","0","3","1","1",0.538333,0.647917,0.17725,4826,4746
"4","0","10","0","4","1","1",0.494167,0.620833,0.134954,4765,4615
"4","0","10","0","5","1","1",0.510833,0.684167,0.0223917,4985,4918
"4","0","10","0","6","0","1",0.521667,0.70125,0.0454042,5409,5255
"4","0","10","0","0","0","1",0.540833,0.7275,0.06345,5511,5139
"4","0","10","1","1","0","1",0.570833,0.73375,0.0423042,5117,4992
"4","0","10","0","2","1","2",0.566667,0.80875,0.143042,4563,4262
"4","0","10","0","3","1","3",0.543333,0.90625,0.24815,2416,2472
"4","0","10","0","4","1","2",0.589167,0.896667,0.141787,2913,3403
"4","0","10","0","5","1","2",0.550833,0.71625,0.223883,3644,3855
"4","0","10","0","6","0","1",0.506667,0.483333,0.258083,5217,5094
"4","0","10","0","0","0","1",0.511667,0.486667,0.281717,5041,4926
"4","0","10","0","1","1","1",0.534167,0.579583,0.175379,4570,4565
"4","0","10","0","2","1","2",0.5325,0.701667,0.110087,4748,4564
"4","0","10","0","3","1","3",0.541739,0.895217,0.243339,2424,2592
"4","0","10","0","4","1","1",0.475833,0.63625,0.180975,4195,4355
"4","0","10","0","5","1","1",0.4275,0.574167,0.221396,4304,4068
"4","0","10","0","6","0","1",0.4225,0.629167,0.0926667,4308,4140
"4","0","10","0","0","0","1",0.421667,0.74125,0.0995125,4381,4086
"4","0","10","0","1","1","1",0.463333,0.772083,0.118792,4187,3986
"4","0","10","0","2","1","1",0.471667,0.622917,0.166658,4687,4523
"4","0","10","0","3","1","2",0.484167,0.720417,0.148642,3894,3914
"4","0","10","0","4","1","2",0.47,0.812917,0.197763,2659,3217
"4","0","10","0","5","1","2",0.330833,0.585833,0.229479,3747,3618
"4","0","10","0","6","0","3",0.254167,0.8825,0.351371,627,1300
"4","0","10","0","0","0","1",0.319167,0.62375,0.176617,3331,3427
"4","0","10","0","1","1","1",0.34,0.703333,0.10635,3669,3652
"4","0","11","0","2","1","1",0.400833,0.68375,0.135571,4068,4007
"4","0","11","0","3","1","1",0.3775,0.71875,0.0820917,4186,3845
"4","0","11","0","4","1","1",0.408333,0.702083,0.136817,3974,3895
"4","0","11","0","5","1","2",0.403333,0.6225,0.271779,4046,3822
"4","0","11","0","6","0","1",0.326667,0.519167,0.189062,3926,3762
"4","0","11","0","0","0","1",0.348333,0.734583,0.0920542,3649,3520
"4","0","11","0","1","1","1",0.395,0.75875,0.057225,4035,4027
"4","0","11","0","2","1","1",0.408333,0.721667,0.0690375,4205,4089
"4","0","11","0","3","1","1",0.4,0.758333,0.0621958,4109,4040
"4","0","11","0","4","1","2",0.38,0.813333,0.189067,2933,3091
"4","0","11","1","5","0","1",0.324167,0.44625,0.314675,3368,2866
"4","0","11","0","6","0","1",0.356667,0.552917,0.212062,4067,3777
"4","0","11","0","0","0","1",0.440833,0.458333,0.281721,3717,3675
"4","0","11","0","1","1","1",0.53,0.587083,0.306596,4486,4407
"4","0","11","0","2","1","2",0.53,0.68875,0.199633,4195,4162
"4","0","11","0","3","1","3",0.456667,0.93,0.136829,1817,2088
"4","0","11","0","4","1","2",0.341667,0.575833,0.305362,3053,3185
"4","0","11","0","5","1","1",0.274167,0.41,0.168533,3392,3371
"4","0","11","0","6","0","1",0.329167,0.502083,0.224496,3663,3691
"4","0","11","0","0","0","2",0.463333,0.684583,0.18595,3520,3615
"4","0","11","0","1","1","3",0.4475,0.91,0.138054,2765,2390
"4","0","11","0","2","1","3",0.416667,0.9625,0.118792,1607,1632
"4","0","11","0","3","1","2",0.440833,0.757917,0.335825,2566,2825
"4","0","11","1","4","0","1",0.373333,0.549167,0.167304,1495,2520
"4","0","11","0","5","1","1",0.375,0.64375,0.0988958,2792,3267
"4","0","11","0","6","0","1",0.375833,0.681667,0.0684208,3068,3315
"4","0","11","0","0","0","1",0.459167,0.698333,0.208954,3071,3487
"4","0","11","0","1","1","1",0.503478,0.743043,0.142122,3867,4008
"4","0","11","0","2","1","2",0.458333,0.830833,0.258092,2914,2991
"4","0","11","0","3","1","1",0.325,0.613333,0.271158,3613,3580
"4","0","12","0","4","1","1",0.3125,0.524583,0.220158,3727,3579
"4","0","12","0","5","1","1",0.314167,0.625833,0.100754,3940,3735
"4","0","12","0","6","0","1",0.299167,0.612917,0.0957833,3614,3562
"4","0","12","0","0","0","1",0.330833,0.775833,0.0839583,3485,3462
"4","0","12","0","1","1","2",0.385833,0.827083,0.0622083,3811,3579
"4","0","12","0","2","1","3",0.4625,0.949583,0.232583,2594,2426
"4","0","12","0","3","1","3",0.41,0.970417,0.266175,705,1283
"4","0","12","0","4","1","1",0.265833,0.58,0.240058,3322,3237
"4","0","12","0","5","1","1",0.290833,0.695833,0.0827167,3620,3617
"4","0","12","0","6","0","1",0.275,0.5075,0.233221,3190,3285
"4","0","12","0","0","0","1",0.220833,0.49,0.0665417,2743,2859
"4","0","12","0","1","1","1",0.238333,0.670833,0.06345,3310,3177
"4","0","12","0","2","1","1",0.2825,0.59,0.14055,3523,3493
"4","0","12","0","3","1","2",0.3175,0.66375,0.0609583,3740,3635
"4","0","12","0","4","1","2",0.4225,0.634167,0.268042,3709,3617
"4","0","12","0","5","1","2",0.375,0.500417,0.260575,3577,3490
"4","0","12","0","6","0","2",0.258333,0.560833,0.243167,2739,2913
"4","0","12","0","0","0","1",0.238333,0.58625,0.169779,2431,2788
"4","0","12","0","1","1","1",0.276667,0.6375,0.172896,3403,3390
"4","0","12","0","2","1","2",0.385833,0.595417,0.0615708,3750,3745
"1","0","12","0","3","1","2",0.428333,0.858333,0.2214,2660,2570
"1","0","12","0","4","1","2",0.423333,0.7575,0.047275,3068,2764
"1","0","12","0","5","1","1",0.373333,0.68625,0.274246,2209,2108
"1","0","12","0","6","0","1",0.3025,0.5425,0.190304,1011,1394
"1","0","12","0","0","0","1",0.274783,0.681304,0.155091,754,1251
"1","0","12","1","1","0","1",0.321739,0.506957,0.239465,1317,1510
"1","0","12","0","2","1","2",0.325,0.7625,0.18845,1162,1515
"1","0","12","0","3","1","1",0.29913,0.503913,0.293961,2302,2097
"1","0","12","0","4","1","1",0.248333,0.574167,0.119412,2423,2214
"1","0","12","0","5","1","1",0.311667,0.636667,0.134337,2999,2418
"1","0","12","0","6","0","1",0.41,0.615833,0.220154,2485,2276
